name	id	max_length	max_width	island_group	body_of_water
Furugelm Island	/m/03c5gnh				Sea of Japan
Okaloosa Island	/m/02w9y_b				
Foa	/m/027qwrb				
Fire Island	/m/02_3xy			Outer barrier	
Iririki	/m/02r9910				
South West Island	/m/02vnwht				Gulf of Carpentaria
Nahaleg	/m/03c4y2p				
Wright Island	/m/02r5nf9				
Ona	/m/02q9kw7				
Färingsö	/m/02x5rwd				
Simcoe Island	/m/0265htj			Thousand Islands	Lake Ontario
Hormuz Island	/m/02vkf8t				Persian Gulf
Grande-Île, Normandy	/m/02ql6f_				English Channel
Manilaid	/m/02vyrms				
Ray Mill Island	/m/03cr8_j				
Talalolae	/m/02r_g_q				
Sveta Nedelja, Montenegro	/m/030hcf				Adriatic Sea
Hundvåg	/m/02hsdt				
Lord Howe Island	/m/02m6g4			New South Wales	Pacific Ocean,Tasman Sea
Little Tobago, British Virgin Islands	/m/02z5gkl			Virgin Islands	
Ella Island	/m/03c3mgt				
Nacula	/m/02w_r6g			Yasawa Islands	Pacific Ocean
Keelung Islet	/m/027wzc9				
Belle Isle, Newfoundland and Labrador	/m/02__lf				
Fuerteventura	/m/031hm			Canary Islands	Atlantic Ocean
Eriska	/m/02w030_			British Isles,Inner Hebrides	
Broughton Island, New Zealand	/m/02w_rhd				
Goat Island	/m/0hzxk8s				Lake Chaubunagungamaug
Île Manoël	/m/0hzhm8f			Chagos Archipelago	Indian Ocean
Île aux Rennes	/m/0hzhr0_			Kerguelen Islands	Indian Ocean
Punta Tabaco	/m/0hz0nyz			Colorados Archipelago,Greater Antilles,Antilles	
Sunbeam Island	/m/0hzzfyk				Lake Joseph
Twelve Mile Island	/m/0h34_k				
Black Island	/m/0hzx3bz				Rice Lake
Kindjera	/m/0h_0fkx				Lake Chad
Jag Mandir	/m/0hzz_ml				Lake Pichola
Pulau Sumas	/m/0h_k3dq				Kenyir Lake
Fabulous Island	/m/0hzcc58				Pacific Ocean
Rocher Sud	/m/0hzcc86				Pacific Ocean
Pigeon Island	/m/0hzy9_9				Lake Wakatipu
Kur	/m/0hyqp9x			Maluku Islands,Tayandu Islands	
Kounoupoi	/m/0hypk4m			Dodecanese	
Wise Island	/m/0hzcv4w				Pacific Ocean
Pāʻāonuʻakea	/m/0hyn7zq			Hawaiian Islands	
Buneh Island	/m/0hy_t2l				Persian Gulf
Andaman Islands	/m/0sts				
Ellesmere Island	/m/0hfnl			Canadian Arctic Archipelago	
Thief Neck Island	/m/0hzypry				Watts Bar Lake
Tatoosh Island	/m/0859w7				
Clarion Island	/m/07xvsy				Pacific Ocean
Bartletts Island	/m/07n5j3				
Médhuhuttaa	/m/07pymp	0.33	0.08		
Moyenne Island	/m/07pstn			Seychelles Archipelago	Indian Ocean
Appledore Island	/m/06q440			Isles of Shoals	Gulf of Maine
Thuraakunu	/m/076yn3				
Idimaa	/m/07py79				
Oyster Rock	/m/06yc03				
Bodéhuttaa	/m/07pxx_				
Bodubandos	/m/07pzy5				
Muthaafushi	/m/07px32				
Crescent Island	/m/02r43lx				
Angamos Island	/m/02vxzkg				
Unneruskollen Island	/m/02vspq3				
Rotten Island	/m/02817wp				
Pelican Island	/m/026jv2v				
Rysa Little	/m/02ww7b1			Orkney Islands,British Isles	
Peat Island	/m/02qv9qk				
Tebing Tinggi Island	/m/03bzjgw				
Betruit Island	/m/03c10nf				
Vanikolo Island	/m/02rtv6r				Coral Sea
Bellamy Cay	/m/02z5g7m				
Kish	/m/03gpz2				Persian Gulf
Pats Croft Eyot	/m/03cp4zr				
Talim Island	/m/02pqg49				Laguna de Bay
'Uiha	/m/03ctnv8				
Flodday near Barra	/m/03czkpd			British Isles,Outer Hebrides	
Seiland	/m/02rbyp1				
Alger Island, Russia	/m/03gsl7q			Franz Josef Land	
Tutanga	/m/02r_f_d				
Quirpon Island	/m/026jf73				
Beaver Island	/m/02cc3d				Great Lakes,Lake Michigan
Little Calf Island	/m/0gw9rk			Boston Harbor Islands	Boston Harbor
Burrow Island	/m/0g5r8vw				
Mono Island	/m/0g3557			Solomon Islands	
St. Pierre Island	/m/0g8vjr			Seychelles Archipelago	
Tumbo Island	/m/0gfqzl3				Strait of Georgia,Pacific Ocean
Falkner Island	/m/0h47_				
Mahdis Island	/m/0h_6nw7				Lake Urmia
Moose Island	/m/0h34j0				
Galt Island	/m/0g8wqw				
Bon Island	/m/0h_6nrw				Lake Urmia
Buckley Island	/m/09kbfl				
Ramree Island	/m/09_gnh				
Isla de sa Porrassa	/m/03cdk91				
North East Island, New Zealand	/m/02w_r74				
Daikon-island	/m/02qfs0t				Pacific Ocean
Male Srakane	/m/025vffg				
Berlenga Grande Island	/m/022dtl	1.4	0.4		Atlantic Ocean
Meade Island	/m/02805y0				
Vaila	/m/02z83c			British Isles,Shetland Islands	
Sabrina Island	/m/02rp15q				
Niuatui	/m/02r_hcd				
Black Island	/m/027shj7				
Lofanga	/m/027qwt1				
Islands of the Forth	/m/02wx3mh				
Auskerry	/m/02k726			British Isles,Orkney Islands	
Atokos	/m/0ctgf9			Ionian Islands	
Malan Island	/m/0c_4ny				
Carbonear Island	/m/0ck7zb				
Arakaninihi Island	/m/0d7br2				
Belding Island	/m/0dgpz7s				
North Possession Island, Torres Strait	/m/0dfjpl			Torres Strait Islands	Pacific Ocean,Torres Strait
Amarortalik Island	/m/0czc0gp				
Flinders Island, Queensland	/m/0db6cr				
Pangkor Laut Island	/m/0cz9z3j				
Isla Holbox	/m/0fn0gz				
Grosse Isle, Quebec	/m/0g1g4d			Magdalen Islands	
Soldat Island	/m/0fphtzk				
Hjart Island	/m/0fph__h				
Chão Islet	/m/0dt_96			Desertas Islands	
Cyprus	/m/01ppq				
Mona, Puerto Rico	/m/01rlmw			Greater Antilles,Antilles	
Attu Island	/m/01gzp2			Aleutian Islands,Near Islands	
Penguin Island	/m/05mpp_			South Shetland Islands	
Caniço	/m/05ycxf				
Glencoe Island	/m/05mqfll			Canadian Arctic Archipelago	
Victory Bank	/m/068mz1				
Nanukton Island	/m/05p4fft			Canadian Arctic Archipelago	
Defence Islands	/m/05mymw0				Pacific Ocean
Philae	/m/05gsy1				Nile
Cedar Island	/m/05zyclw				
Hatoayok Island	/m/05pbcsz			Canadian Arctic Archipelago	
Hoy	/m/05nx7			Orkney Islands,British Isles	
Colvocoresses Reef	/m/068m5_				
Bremer Island	/m/05b5zhj				
Santiago	/m/05j58w			Sotavento,Cape Verde	Atlantic Ocean
Dunne Foxe Island	/m/05244w8			Canadian Arctic Archipelago	
Tikopia	/m/05f2_m			Solomon Islands	
Lille Molla	/m/03cxh9f				
Kvamsøya	/m/026wpd9				
Mare Island	/m/027f5bh				
Ynys Dulas	/m/02765_d				
Van Buskirk Island	/m/02p_rqs				
Rurutu	/m/02wv9lq				Pacific Ocean
Flat Holm	/m/02z08q				
Eilean an Taighe	/m/03chx3k				
Pope's Eye	/m/02q4rv_				
Tarawa Atoll	/m/03gjmm			Gilbert Islands	Pacific Ocean
Singkep	/m/02vp55_				
Calf of Flotta	/m/02x710f				
St Peter Port	/m/03csky				English Channel
East Island	/m/03cxmwm				
Bugala Island	/m/02rqtnt				
Holm of Houton	/m/03bz40j				
Little Roe	/m/03bzm21				
Belaya Zemlya	/m/03gwz3f			Franz Josef Land	
Bleaker Island	/m/02s18v			Falkland Islands	Atlantic Ocean
Daru Island	/m/02r3nf0				
Kuramathi	/m/02y_5kr			Alif Alif Atoll	
Westward Islet	/m/026wwnv				
Poluwat	/m/03gyf1s			Caroline Islands	Pacific Ocean
Trondra	/m/030n83			Shetland Islands,British Isles	
Rearlaplap	/m/0d5d1t				
Mailand, Shetland	/m/0bymj4				
Idsal	/m/0c6xlk				
Guimaras Island	/m/0cm8s5w				
Oxeiae	/m/0d4b_d				
Malololailai	/m/0cnzf__				Pacific Ocean
Epi	/m/0c1m7s			Vanuatu	
Kiataussaq Island	/m/0czbjrw				
York Island, Queensland	/m/0ddp3w			Torres Strait Islands	Torres Strait
Akuliaruseq Island	/m/0czd_bk				
Isla Grande	/m/0bs_tr				
Kadakalaid	/m/04cvh49				
Makalom	/m/04y9cw5				Coral Sea
Key Island	/m/03qkvsy				
Kaula	/m/03nfn6			Hawaiian Islands	Pacific Ocean
Rockhouse Island	/m/04zxcct			Canadian Arctic Archipelago	
Ironwood Island	/m/0416hf9			Apostle Islands	
Gossys Reef	/m/043p7k2				
Knight Island	/m/051s_nd				Lake Champlain
Borøy	/m/04nrqs				
Kilwa Kisiwani	/m/04xwxz				
Little Kiska Island	/m/04gv243			Rat Islands,Aleutian Islands	
Mindanao	/m/05502			Dinagat Island,Mindoro,Malay Archipelago	
Harmil	/m/04csxsx				
Cameron Island	/m/056kh6			Canadian Arctic Archipelago	
Gull Island	/m/0416kkq			Apostle Islands	
One Tree Island	/m/0579wdp				
Tarakan	/m/03fg56				
Big Island	/m/03h0gl3			Canadian Arctic Archipelago	
Harrison Island	/m/04lfxsc			Canadian Arctic Archipelago	
Komsomolskaya Pravda Islands	/m/03gqgtg				
Ile du Nord	/m/04lj6tq				
Irizar Island	/m/03y3ppg				
Maatsuyker Island	/m/04n7lgv				
Cooties Reef	/m/043rvn9				
Puffin Island, Alaska	/m/0479bsd				
Des Voeux Island	/m/04cvyxc			Canadian Arctic Archipelago	
Tranholmen	/m/04mx1p				
Island of Vukovar	/m/03cwjq3				
Andersey Island	/m/03c_2jv				
Porto da Cruz	/m/05gh1g				
Broughton Island, New South Wales	/m/04y8ccm				
Galinhas	/m/059f2d				
East Wallabi Island	/m/05c517c			Houtman Abrolhos	Indian Ocean
São Roque do Faial	/m/05hx_f				
Funaafou	/m/04y6fh3				
Fundo Island	/m/05b_r16				
Monte	/m/05tckx				
Twin Island	/m/04xsfh				
Pilsey Island	/m/0662nz				
Pyramid Island	/m/05zrsg3				
Meini Duon	/m/059xt0				
Mirage Island	/m/0ds7jr2				
Fox Islands	/m/0d9hjt				
Needle Island	/m/0dsdnmm				
Falcon Island	/m/0ch4bj				
Pinta Island	/m/0d10kw				Pacific Ocean
Cribinau	/m/0c2q_k				
Barrow Island, Queensland	/m/0d9kzh				
Bugio Island	/m/0dt_8w			Desertas Islands	
Hailstorm Island	/m/0ds9dxf				
Beesley Island, Queensland	/m/0dbs_1				
Saarlia Island	/m/0czbkv1				
Deverall Island	/m/0ds1hkv				
Gnomon Island	/m/0dr_yqf				
Wakadori Island	/m/0ds0hw5				
Jepson Island	/m/0cfjk5			Thimble Islands	
Brother Isle	/m/06nk_h			Shetland Islands,British Isles	
Fulhadhoo	/m/076v87				
Gili Air	/m/07dxl5				
Lord Lieutenant of Orkney and Shetland	/m/070kw2				
Kolguyev	/m/06l915				
Omadhoo	/m/076tcb				
Blidö	/m/0b_ml7				
Desroches	/m/097lts			Outer Islands,Seychelles Archipelago	
Chaullin Island	/m/09ry73x				
Mailu Island	/m/0b6d3wz				
Vahanga	/m/0b1_r6			Tuamotu-Gambier Islands	
Petite Nevis	/m/093tqv			Lesser Antilles,Antilles	
Mustapha Island	/m/09l8ly				
Roncador Reef	/m/0fbbqb			Solomon Islands	
Kii Ōshima	/m/0fgkd6				Sea of Japan
Stephen Island	/m/0fpg_0n				
Groves Island	/m/0drwnz3				
Willis Island, Queensland	/m/0dpny3				
Little Pond, Prince Edward Island	/m/0fq0l40				
Abagaitu Islet	/m/0fbmx0				
Hermit Island	/m/0fvvzy			Apostle Islands	
Courson	/m/0hzgk5k			Cargados Carajos	Indian Ocean
Miyaneh Island	/m/0h_6nw_				Lake Urmia
Aram Island	/m/0h_6nqc				Lake Urmia
Mākapu Island	/m/0hyn777			Hawaiian Islands	
Chirpoy	/m/0hyp8cw			Kuril Islands	Sea of Okhotsk
Cabezo Seco	/m/0hz0nz1			Greater Antilles,Colorados Archipelago,Antilles	
Stony Island	/m/0hz1ync				Clew Bay
Dream	/m/0hz_f69				Flathead Lake
Malimpia Okinosu	/m/0hzg53f				Pacific Ocean
Little Roma Island	/m/0hzggh_			Houtman Abrolhos	Indian Ocean
Jolly Island	/m/0hzx1l6				Lake Winnipesaukee
Mouse Island	/m/0hzx4p2				Squam Lake
Emerald Island	/m/0hzx55c				Lake Sunapee
Cat Island	/m/0hzxc5w				Ross Lake
Tecumseh Island	/m/0hzxc79				Indian Lake
Long Island	/m/0hzzkt8				Rice Lake
Bassett Island	/m/0hzzwdz				Lake Michigan
Eastern Island	/m/0hn3g01			Isles of Shoals	Gulf of Maine
Linosa	/m/0g4zn5			Pelagie Islands	Mediterranean Sea
Partofshikof Island	/m/0h5pg8				
Sørøya	/m/0g4p29				
Trukhaniv Island	/m/0b60lh				
Mustang Island	/m/09vmnq				
Hanö	/m/09fcf2				
Kildin Island	/m/0bbx_kg				Barents Sea
Cartier Island	/m/09wdqx				Indian Ocean
Fort Gorges	/m/09l6p2				
Metalik Ada	/m/09f4k8				
Coats Island	/m/04vjtn				
Pangkor Island	/m/05s6jv				
Bunce Island	/m/05bjtd				
Robinson Crusoe Island	/m/052w14			Juan Fernández Islands	Pacific Ocean
Sphacteria	/m/0510pt				
Ko Island	/m/051vzs8				Pacific Ocean,Sea of Japan
Dorset Island	/m/05h2hsb			Canadian Arctic Archipelago	
Sveti Grgur	/m/05sz9jk				
Aloofushi	/m/05mrwxh				
Cranae	/m/07ymv9				
Omelek Island	/m/081q30			Kwajalein	
Feøy	/m/08ttz9				
Ireland Island, Bermuda	/m/08xzds				
Gorgona, Italy	/m/0bdb_b			Tuscan Archipelago	
Anglesey	/m/0_6c			British Isles	Irish Sea
Coconut Island	/m/09v76l1				
Shadwan	/m/0b0l5n				
Harrington Harbour, Quebec	/m/0b7zny				
First Brother Island	/m/09kd9j				
Wolf Island	/m/0gx1fw				Pacific Ocean
Dutch Island	/m/0gmp1j				Narragansett Bay
Zarembo Island	/m/0h47vx				
Khersak Island	/m/0h_6nw1				Lake Urmia
Lady Julia Percy Island, Victoria	/m/0g1wyg				
James Island	/m/0gwj6c			San Juan Islands	
Honeyman Island	/m/04zw54x			Canadian Arctic Archipelago	
Etajima	/m/04lng1				Pacific Ocean
Mjältön	/m/03p529				
Irving Island	/m/03y3wt4				
Langåra	/m/047qc0j				
Uthörn	/m/04f4ptg				
Kokaral	/m/04y7czl				
Oliver's Island	/m/03y0dzv				Tideway,River Thames
Idlidlya Island	/m/04654zv				
Igbon island	/m/03yjwyx				
Leros	/m/03yj9k			Dodecanese	Aegean Sea
Hyde Parker Island	/m/04cyrsx			Canadian Arctic Archipelago	Pacific Ocean
Gjerdinga	/m/04f394g				
Upper Twin Island	/m/09v4v3				
Yuri	/m/0b_34x			Kuril Islands	Sea of Okhotsk
Rockabill	/m/0b45rh				
Land van Altena	/m/08w1km				
Osterøy	/m/0186xx				
Aegna	/m/021f48				
Anacapa Island	/m/01wvf_			Channel Islands of California	
Shortland Island	/m/0g35qt			Solomon Islands	Pacific Ocean
Snake Island	/m/0gcrg3				Lake Simcoe
Lummi Island	/m/0g74qz			San Juan Islands	
Chikanka	/m/0h_1c2r				Lake Kariba
Chak-tappeh Island	/m/0h_6nsb				Lake Urmia
Weed Hill Island	/m/0h_jw7_				Lake Martin
Anderson Island	/m/03wc8ph				
Nootamaa	/m/04gknf3				
Vindication Island	/m/03v2kx				Pacific Ocean
Svínoy	/m/04sg3p			Faroe Islands	Atlantic Ocean
Wedge Island	/m/04n21wk				
Ornö	/m/04lf_d7				
Outer Island	/m/0416h4n			Apostle Islands	
Don Pedro Island	/m/03wcplf				
Sisters' Rock	/m/04cr3t4				
Panagia	/m/03nxnmv				
Shikotan	/m/03nvd5			Kuril Islands	Sea of Okhotsk,Pacific Ocean
Ern Stack	/m/03qkgbb				
Cocked Hat Island	/m/0416qlc			Canadian Arctic Archipelago	
Neshobe Island	/m/047n2kx				Bomoseen Lake
Appletree Eyot	/m/047mppq				
Santa Rosa Island	/m/03tx44			Channel Islands of California	
Black Island	/m/04184l0				
South West Petrel Island	/m/03ns7ly				
Harlosh Island	/m/09k67_r			Inner Hebrides,British Isles	
Porphyry Island	/m/0b77lk0				
Sunken Island	/m/0bjld6				Otsego Lake
Woodford Island	/m/0909qv			New South Wales	
Utö, Finland	/m/09gcp2				
Walton, North Island	/m/09ry5g1				
Elaphiti Islands	/m/09fx8p				
Incir Ada	/m/09f4l9				
Rema Island	/m/0bbz5wl				
Longs Island	/m/09jj6s				
Manitou Island	/m/09j2m7			Apostle Islands	
Blennerhassett Island	/m/097v0y				
Marshall's Island, Bermuda	/m/08y1gl				
Dean Island	/m/0bhb2kf				
Wheeling Island	/m/09pyg8				
Kapalai	/m/0b0k22				
Kvitøya	/m/0bcb6k			Svalbard Archipelago	
Bellot Island	/m/0bbzswg			Canadian Arctic Archipelago	
Kabosa Island	/m/0hrb1mw				Indian Ocean,Andaman Sea
Diver Island	/m/0hzggg3			Houtman Abrolhos	Indian Ocean
Little Island	/m/0hzzx69				Lake Michigan
Château de Chillon	/m/0hzzhh3				Lake Geneva
Dahmawah Island	/m/0hzzg3k				Lake Joseph
Star Island	/m/0hzzfq8				Lake Joseph
South Island	/m/0hzym_m				Lake Turkana
Tonderson Island	/m/0hzyd6n				Lake Muskoka
Phulbari	/m/0hzy842				Chilka Lake
Dodi	/m/0hzy6l6				Lake Volta
Chissioua Bouelamiradji	/m/0hzhpjf			Comoros	Indian Ocean
Middle Island	/m/0hzhmb0			Chagos Archipelago	Indian Ocean
Big Coppitt Key	/m/0rp1z			Florida Keys	
Giannutri	/m/0l6y3			Tuscan Archipelago	
Anderson Island	/m/0hzx27s				Clear Lake
Deadman Island	/m/0hyq0pj			San Juan Islands	
Ikiginak Island	/m/0hz06g4			Aleutian Islands,Andreanof Islands	
Blowing Rock	/m/0hz0nsd			Leeward Islands,Lesser Antilles,Islands of Anguilla	
Shoe Island	/m/0hzcc5y				Pacific Ocean
Roche Debout	/m/0hzcc8w				Pacific Ocean
Augustus Island	/m/05p3d99				
Paul do Mar	/m/06_lwb				
Denny Island	/m/05h3yrd				Pacific Ocean
Achillbeg	/m/06942j				
Fatu Huku	/m/058h1x			Marquesas Islands	
Stocking Island	/m/06_v3vf				
Blenheim Reef	/m/05g3j_				Indian Ocean
Motu Iti	/m/05kj1h			Marquesas Islands	
Edinburgh Island	/m/05nzy31			Canadian Arctic Archipelago	
Sampson's Island	/m/05t01r5				
Île de Sein	/m/0ddlb4				
Ada Ciganlija	/m/0bsth7				
Oahu	/m/0dfcn			Hawaiian Islands	Pacific Ocean
Lütje Hörn	/m/0dlhxy			East Frisian Islands	
Derbin Island	/m/0bx6b0			Fox Islands,Aleutian Islands	
Gageodo	/m/0bw7nr				Yellow Sea
Bertha Island	/m/0dll8nc				
Dove Islet, Torres Strait	/m/0dfkp8			Torres Strait Islands	Pacific Ocean,Torres Strait
Kaumag Island, Torres Strait	/m/0dk3jk			Torres Strait Islands	Torres Strait,Pacific Ocean
Reef Island	/m/0hzzf_t				Lake Joseph
Ampang Minor	/m/0hzgb65			Cocos Islands	Indian Ocean
Île de Salagnon	/m/0hzzhhc				Lake Geneva
Parikud	/m/0hzy84b				Chilka Lake
Harwood Island	/m/0hz05v2			New South Wales	
Black Rock Island	/m/0hzx34r				Great Salt Lake
Makronissi Kasou	/m/0hypkdc			Dodecanese	
les Jumeaux	/m/0hzcc7k				Pacific Ocean
Long Island	/m/0hzx1n8				Lake Winnipesaukee
Reef Island	/m/0hyq1c3			San Juan Islands	
Nautanivono (Yadua)	/m/0hzcv70				Pacific Ocean
Round Island	/m/0hzzfnj				Lake Joseph
Ko Sup	/m/0hz7df_				Phang Nga Bay
Ruan Gong Dun	/m/0hzy8nx				West Lake
Cobble Island	/m/0hzxk9j				Lake Chaubunagungamaug
Harmony Island	/m/0hzx3cq				Rice Lake
Cheesman Island	/m/0ds57zy				
Penola Island	/m/0ds7_bz				
Teyssier Island	/m/0fp_v_j				
Buise	/m/0dspx0				
Plog Island	/m/0dscbz_				
BBC Radio Shetland	/m/0dr4x0				
Stuart Island	/m/0h5rm0				
East Rockland Key	/m/0gvgz3			Florida Keys	
Cobalcescou Island	/m/0h15f6			Palmer Archipelago	
Snake Islands	/m/0gcr7x				
Uno-shima	/m/0h_52qj				Lake Kawaguchi
Swan Island, Victoria	/m/0fy6cx				
Suheli Par	/m/0hhpy22			Laccadive Islands,Lakshadweep	
Cayo Romano	/m/0g59df			Greater Antilles,Sabana-Camaguey Archipelago,Antilles,Jardines del Rey	
Markid Island	/m/0h_6nwf				Lake Urmia
Mingo Island	/m/0hn3f_j			Isles of Shoals	Gulf of Maine
Robinson Crusoe Island	/m/0gwws7				
Milos	/m/018x2c	21.0	14.0	Cyclades	Aegean Sea
Weizhou	/m/021xdc				
Chausey	/m/01yj9s			Channel Islands	English Channel
Lesser Mackellar Island	/m/0fq2l8d				
Lavebrua Island	/m/0fq2t3x				
Rallier Island	/m/0fq3bjv				
Quibble Island	/m/0ds60dl				
Ostrvo	/m/0dsvzv				
Dewart Island	/m/0dsc4xx				
Dynamite Island	/m/0dsf19z				
Canopus Island	/m/0ds9y2l				
Helene Island	/m/0ds23q4				
Gouverneur Island	/m/0ds45p_				
Hoseason Island	/m/0fq0cxc				
Whisler Island	/m/0bbyfrq			Canadian Arctic Archipelago	
Iona Island, British Columbia	/m/0chhbf				Pacific Ocean
Great War Island	/m/0c2fws				
Phanagoria Island	/m/0bwlhbm			South Shetland Islands,Zed Islands	
Krenitzin Islands	/m/0bw8yj			Aleutian Islands,Fox Islands	
Los Pájaros Island	/m/0hzycck				Lake Maracaibo
Nahid Island	/m/0h_6nx8				Lake Urmia
Badgerow Island	/m/0hzzfy9				Lake Joseph
Île Gabrielle	/m/0hzhm6r			Chagos Archipelago	Indian Ocean
Espirak Island	/m/0h_6nsx				Lake Urmia
Ko Yai	/m/0hz7db8				Phang Nga Bay
Fothergill	/m/0hzz5sg				Lake Kariba
Sleepers Island	/m/0hzx1mj				Lake Winnipesaukee
Île Longue	/m/0hzhm84			Chagos Archipelago	Indian Ocean
Round Island	/m/0gy6jj1			Seychelles Archipelago	Indian Ocean
Île Poulailer	/m/0hzgk5c			Cargados Carajos	Indian Ocean
Jamesby Island	/m/0hyxn9t			Tobago Cays,Lesser Antilles,Antilles	
Martana	/m/0hzz24t				Lake Bolsena
Tafahi	/m/0gpz3k				
Crystal Beach Island	/m/0hzxc71				Indian Lake
Marion Island	/m/0hzzw8q				Lake Michigan
Waiʻāpae	/m/0hyn80z			Hawaiian Islands	
Pulau Telor	/m/0hzgjqn			Langkawi	Indian Ocean
Torsö	/m/0g8zvt				
Box Island	/m/0hz06dy			Aleutian Islands,Andreanof Islands	
Browns Island	/m/0hzx32h				Great Salt Lake
Langlee Island	/m/0gnrts			Boston Harbor Islands	Boston Harbor
Vatu Vara	/m/0h7t0t				
Isla Perejil	/m/0gzdn				Strait of Gibraltar
Little Coco Island	/m/0hzct51				Andaman Sea
Karang Kapal	/m/0hypt5s			Karimun jawa	
Houston's Island	/m/0hz_jp1				Lake Harding
Akerstrom Island	/m/0hzggdx			Houtman Abrolhos	Indian Ocean
Rocky Island	/m/0hzzw5s				Lake Michigan
Megalo Aspronisi Leipson	/m/0hypkdv			Dodecanese	
Pine Island	/m/0hzybx5				Candlewood Lake
Jacks Island	/m/0h3c56				Allegheny River
El Frontón	/m/0cl9p9				
Martin Islet, New South Wales	/m/0ddnpy			Five Islands Nature Reserve,New South Wales	
Hateruma	/m/0cgz10			Ryukyu Islands	Pacific Ocean
Kiatassuaq Island	/m/0ch2bnr				
Ellis Island, Queensland	/m/0db7h9				
Port Lihou Island, Torres Strait	/m/0ddvln			Torres Strait Islands	Torres Strait
St. Thomas Island	/m/0cwgzy				Black Sea
Sunshine Island	/m/0d5566				
Black Island	/m/0dgqz42				
Nuuluk Island	/m/0czbyps				
Maiana	/m/0d6m11			Gilbert Islands	Pacific Ocean
Hart Island	/m/04m1zd			The Pelham Islands	
San Miguel, Bicol	/m/047q327				
Little Christmas Island	/m/04lfpzg				
Mayaguana	/m/03xqy_				
Alamode Island	/m/03y98js				
Sebree Island	/m/04647c_				
House Island	/m/04147kp				
Kruzof Island	/m/03s4jn			Alexander Archipelago	
Kuiu Island	/m/03q_xc			Alexander Archipelago	
Langor	/m/03mmd2				
Axel Heiberg Island	/m/03kk_f			Canadian Arctic Archipelago	
Mbulo Island	/m/04n6k2p				
Decazes Island	/m/03y0t9w				
South West Mutton Bird Islet	/m/04n26w1				
Green Island	/m/0412dcd				
Chechen Island	/m/047nc3d				Caspian Sea
Kunghit Island	/m/043nnnj			Queen Charlotte Islands	Pacific Ocean
Dover Island	/m/03nvqnl				
Adams Island	/m/043rcdq			Canadian Arctic Archipelago	Baffin Bay
Halvmåneøya	/m/0413786				
Belitung	/m/03v_9v				
Forewick Holm	/m/047mnbv			British Isles,Shetland Islands	
Illaunturlogh island	/m/0hz4f_h				Tralee Bay
Kobi Island	/m/0hzg531				Pacific Ocean
Okala Island	/m/0hyn7zm			Hawaiian Islands	
Pam Rocks	/m/0hz7k6l				Howe Sound
Than Kyun	/m/0hrb_7j				Andaman Sea
Preparis	/m/0hr987z				Andaman Sea
Aragusuku	/m/0hypy4w			Ryukyu Islands	Pacific Ocean
Petite Île Bois Mangue	/m/0hzhm8b			Chagos Archipelago	Indian Ocean
South Island	/m/0hzgb6v			Cocos Islands	Indian Ocean
Manggur	/m/0hyqp9t			Maluku Islands,Tayandu Islands	
Bird Island	/m/0hzx0mp				Lake Conroe
Rattlesnake Island, Lake Okanagan	/m/0hzcv65				Pacific Ocean
Inish Fovar	/m/0hzxl6z				Lough Erne
Isla del Ciervo	/m/0hz8vrn				Mar Menor
Maaze Island	/m/0hzz5tv				Lake Kariba
Drvenik veliki	/m/0g_tnv				Adriatic Sea
Mid Cay	/m/0hz0nsz			Lesser Antilles,Leeward Islands,Islands of Anguilla	
Whaleboat Island	/m/0hzcv4s				Pacific Ocean
le Kiosque	/m/0hzcc6p				Pacific Ocean
Luzon	/m/0j268			Malay Archipelago,Mindoro,Dinagat Island	
Prince Edward Island	/m/0hzhr5v			Prince Edward Islands	Indian Ocean
Henry Island	/m/0gtp8c			San Juan Islands	
Forur Koochak Island	/m/0hy_t0l				Persian Gulf
Osprey Island	/m/0h_1fks				Lake Awoonga
Hogg Island	/m/0hzxmq_				Balsam Lake
Rochers de la "Fortune"	/m/0hzcc94				Pacific Ocean
Baby Island	/m/0hzyn52				Lake Ozette
Sepid Island	/m/0h_6nyh				Lake Urmia
Basso Island	/m/0hyt539			South Shetland Islands	
Middle Torch Key	/m/0gvk0p			Florida Keys	
Atash Island	/m/0h_6nr0				Lake Urmia
Cougar Island	/m/0hzxc5c				Ross Lake
Cliff Island	/m/0hzy2jf				Newfound Lake
Faith Island	/m/0hzzfwk				Lake Joseph
Rocher Percé	/m/0hzcc7r				Pacific Ocean
Kekepa Island	/m/0hyn379			Hawaiian Islands	
Suwād al Janūbīyah	/m/0hzgh_y				Persian Gulf
East Cay	/m/0hzgbk7			Cocos Islands	Indian Ocean
Rochers de la Meurthe (Meurthe Rocks)	/m/0hzcc66				Pacific Ocean
Vangunu	/m/0g3g4h			Solomon Islands	
Cockburn Island, Antarctica	/m/0h053_				
Slater Island	/m/0hzx280				Clear Lake
Isla del Barón	/m/0hz8vr4				Mar Menor
Samuel Island	/m/0hzcv49				Pacific Ocean
Mirihi	/m/07pws9				
Spinalonga	/m/07qy2t				
Helengeli	/m/07p_41				
Yassıada	/m/07pjw2				
Hoandeddhoo	/m/076j9z				
Three Sisters	/m/06znd9				
Haagevillaa	/m/07py3w				
Chicken Rock	/m/07kdgp				
Gáshólmur	/m/06rj60				
Hugo Island	/m/0fpg9s5				
Île de Ré	/m/0fp03				
Filla Island	/m/0ds1mw8				
Trowbridge Island	/m/0dry7q7				
Scholander Island	/m/0fpg7zx				
