name	id	max_length	max_width	island_group	body_of_water
Maalhendhoo	/m/076vzd				
Hirimaradhoo	/m/076wrs				
Asinara	/m/06v419				
Hadahaa	/m/07py46				
Meedhuffushi	/m/07pxff				
Thundufushi	/m/07pwx2				
Angelica Rock	/m/07md2j				
Abiels Ledge	/m/07m693				
Shikoku	/m/0gqgf			Japanese Archipelago	
Kaman Island	/m/0h_6nvl				Lake Urmia
Dionysades	/m/0g57x7l				Aegean Sea
Pigeon Key	/m/0gtnm1			Florida Keys	
Batiki	/m/0h0pjs				Pacific Ocean
Catherine Island	/m/0h5psy				
Fedje	/m/0186_4				
Kili Island	/m/03tj7f			Ralik Chain	
South West Isle	/m/03nvvl9				
Nogas Island	/m/03m68j2				
Hauturu/Little Barrier Island	/m/04hxrb				
Tearaght Island	/m/03jlx6				
Shemya	/m/03wvb9			Aleutian Islands,Near Islands	
Looe Island	/m/04mdd				
Matakana Island	/m/04cnvl				
Lady's Holm	/m/047r6zm				
Amaknak Island	/m/03wtrv			Aleutian Islands,Fox Islands	
Toten Island	/m/0cbcs1				
Burr Island	/m/0cfkv1			Thimble Islands	
Lustymore Island	/m/0d4ssk				Lough Erne
Idse	/m/0c6xl6				
Sangat Island	/m/0c5lx7				
Tavua Island	/m/0cp0b3k				Pacific Ocean
Greig Island	/m/0cp1p5t				
Pheasant Island	/m/0d446s				
Leggatt Island, Queensland	/m/0d9fwp				
Kittorsaq Island	/m/0cz90r2				
Haswell Island	/m/0ds0trk				
Oldham Island	/m/0dsd8jd				
Milingimbi Island	/m/0fd3yr				
McKean Island	/m/0ftfcl			Phoenix Islands	Pacific Ocean
Eillium Island	/m/0ds8gyc				
Firunbaidhoo	/m/0f8jn8			Maldives Island Group	
Somerville Island	/m/0fpgc_s				Pacific Ocean
Credit Island	/m/0fjc5t				Mississippi River
Weston Island	/m/0fty8l			Canadian Arctic Archipelago	
St. Michael Island	/m/0dsn7p				
Tubabao	/m/0fkb9d				
Chavez Island	/m/0ds29ds				
Mitraha Island	/m/0bh9ztv				
Traitors Island	/m/0b6d7jw			Houtman Abrolhos	Indian Ocean
Cat Island	/m/09px6h				
Illanmaster	/m/094y8x				
Abtao Island	/m/09rssrr				
Granite Island	/m/09bdll				
Blaine Island	/m/09k2nj				
Gallipolis Island	/m/09kz72				
Gili Motang	/m/05zxm5				
Djurö	/m/056kx0				
Bubiyan Island	/m/059nz_				Persian Gulf
Branco, Cape Verde	/m/05j5dk				
Atiu	/m/05ns7s				Pacific Ocean
Trindade and Martim Vaz	/m/0619s1				
Grenadier Island	/m/04zyrng				
New Guinea	/m/05h3y			Malay Archipelago	Gulf of Carpentaria
Cedar Island	/m/04zzl23				
Chick Island	/m/0688j2				
Hen Island	/m/0688th				Lake Erie
Fajã da Ovelha	/m/05lz1g				
Cayo Norte	/m/09ywv2				
Wednesday Island	/m/09v18vv				Pacific Ocean
Kiawah Island	/m/0_ky1				
Chenega Island	/m/0944q5				
Izu Oshima	/m/0bmv4m				Pacific Ocean
Utheemu	/m/076yp4				
Ko Lanta Yai	/m/07m1yw				
Naalaafushi	/m/076sq6				
Teän	/m/02wxf90			Isles of Scilly	
Black Holm	/m/03cgvx_				
Armathia	/m/02x1pvc			Dodecanese	Aegean Sea
Eilean Aigas	/m/03cwzj6				
Victoria Island	/m/02vxyzx				
Sundøy	/m/03_90w				
Coquet Island, England	/m/02d03_				
Blanquilla Island	/m/027x440			Antilles,Lesser Antilles	
Soay Beag	/m/02x3699			British Isles,Outer Hebrides	
Little Gull Island	/m/027r_r2				Lake Michigan
North Dumpling Island	/m/02l3hx				
Ginger Island	/m/02y_550			Virgin Islands	
Despair Island	/m/03gxy20				Narragansett Bay
Diamond Island	/m/02z5g3v			Lesser Antilles,Antilles	
Gigha	/m/02dlv6			British Isles,Inner Hebrides	
Lefogaki	/m/02r_gbr				
Eighteenmile Island	/m/02wzq1z				
New Georgia	/m/02wr76			Solomon Islands	
Isle Royale	/m/028ttp	74.0	9.0		Lake Superior,Great Lakes
Stockinish Island	/m/02z0m5f			Outer Hebrides	
Gallops Island	/m/0ghx54			Boston Harbor Islands	Boston Harbor
Huemul Island	/m/0g8w8_				
Karkas Island	/m/0h_6nvs				Lake Urmia
Real Island 	/m/0h_jw7r				Lake Martin
Žirje	/m/0g_yb_				
Bahram Island	/m/0h_6nr9				Lake Urmia
Nahan Island	/m/0h_6nx5				Lake Urmia
Košljun	/m/07sc6b				
Huvahendhoo	/m/07pwmr				
Peleng	/m/06mqr8				
Hithaadhoo	/m/076v9m				
Ailinginae	/m/07tmpz				
Dalkey Island	/m/06ztcl				
Shortcut Island	/m/07_kx5				
St. Anastasia Island	/m/07hp73				Black Sea
Dead Man's Chest Island	/m/06wk2_				
Spratly Islands	/m/06trw				
Breton Island	/m/0dsd_y0				
Chernyy Island	/m/0drxmfs				
Malus Island	/m/0fpjy6k				
Nilsen Island	/m/0dsfctq				
Atalanti	/m/0f9l1v				
Tho Chau	/m/026bbdn				
Pulau Tekukor	/m/03cbw2n				
O'Neal Island	/m/02rg96_			San Juan Islands	
Corner Island	/m/026wd46				
Tsougria	/m/0266nfq				Aegean Sea
Labyrintovyye Islands	/m/03csqjh				
Kanmaw Kyun	/m/02rqt27				Andaman Sea,Indian Ocean
Sálvora	/m/02x0rnb				
Cébaco	/m/03d0v4l				
Maupihaa	/m/027pg57			Society Islands,Leeward Islands	Pacific Ocean
Modo Island	/m/02rtxmh				Yellow Sea
Pacijan Island	/m/026ymyv				
King Christian Island	/m/02rw1fm			Canadian Arctic Archipelago	
Bruny Island, Tasmania	/m/02vlxm				
Qeqertarsuaq	/m/02z11ss				
Malo Ratno Ostrvo	/m/02w25kf				
Baths Island	/m/03cqdpg				
Sajid Island	/m/02rt_jk				
Chatham Island, Chile	/m/02rsnjh				
Keats Island, British Columbia	/m/02rflgh				Howe Sound
Hovgaard Island	/m/02p_083				
Chouteau Island	/m/027vbxz				Mississippi River
Alad Island	/m/03d0qwj				
Upper Island	/m/02vspv7				
South Manitou Island	/m/02_9sb				Lake Michigan
Voronina Island	/m/02z4j2z				
Grand Junction Isle	/m/03clx12				
Wuvulu Island	/m/02vycw7				
Hellisay	/m/03bzqn_			Outer Hebrides,British Isles	
Runmarö	/m/02q21d1				
Rocky Island	/m/03c10qh				
Tefala	/m/02r_fx9				
Wrangell Island	/m/032ft_				
Terøya, Haram	/m/02rvsqg				
Old Perlican Island	/m/02pnrpl				
Oua	/m/02r_hgv				
Rantau	/m/02vqfmx				
Rincon Island, California	/m/03by6h0				
Farallon de Pajaros	/m/02z42p				Pacific Ocean
Cava, Orkney	/m/02ww7rg			British Isles,Orkney Islands	
Hareidlandet	/m/02rsjv6				
Chantry Island, Ontario	/m/02pmwb0				
Sedir Island	/m/03c558s				
Meama	/m/027qwtd				
Sauvie Island	/m/037vtn				
Tabiteuea	/m/02nk4n			Gilbert Islands	Pacific Ocean
Out Stack	/m/03bjmr				
Jones Beach Island	/m/02nvv3			Outer barrier	
Fetlar	/m/02fc8x			Shetland Islands,British Isles	
Yakushima	/m/01h4jn				Pacific Ocean
Unalga Island	/m/025vvgg			Aleutian Islands,Fox Islands	
Latouche Island	/m/025yctp				
Fort Wool	/m/025lyl				
Hirta	/m/015ch7			Outer Hebrides,St Kilda	
Little Galloo Island	/m/047fxs8				Lake Ontario
Krk	/m/03nmb4				Kvarner Gulf,Adriatic Sea
Borden Island	/m/04_snh			Canadian Arctic Archipelago	
Svinoy, Caspian Sea	/m/04lhj1y				Caspian Sea
Sperra	/m/04cx__c				
Great Nicobar	/m/04v7g3			Nicobar Islands	Indian Ocean,Andaman Sea
Makin Island	/m/04cb5gf			Gilbert Islands	Pacific Ocean
Elder Island	/m/04z_bnq			Canadian Arctic Archipelago	
La Costa Island	/m/03nxlcc				
Shag Reef	/m/043r_56				
Hatana	/m/047rhc2				Pacific Ocean
Sand Island	/m/0416gp6			Apostle Islands	
Vesle Tavleøya	/m/0415mv3				
Aupaluktut Island	/m/04n5273			Canadian Arctic Archipelago	
Courts Island	/m/04n2rbj				
Runaway Island	/m/0fp_dmp				
Tail Island	/m/0fphr5d				
Small Island	/m/0fpj7yr				
Niles Island	/m/0ds2zdh				
Pulau Klang	/m/0f346g				
Kizer Island	/m/0fph8d6				
Robertson Island	/m/0hzggk9			Houtman Abrolhos	Indian Ocean
Karang Katang	/m/0hypt7t			Karimun jawa	
Big Island	/m/0j0n7l3				Rainy Lake
Davis Island	/m/0hzggfy			Houtman Abrolhos	Indian Ocean
Fawn Island	/m/0hzzf_k				Lake Joseph
Neeltje-Jans	/m/0jkjh				
Ermananda Island	/m/0hzzg09				Lake Joseph
Big Burnt Island	/m/0hzzk9x			Glen Island	Lake George
Cayo La Vela	/m/0hz0q69			Sabana-Camaguey Archipelago,Antilles,Greater Antilles	
Herm	/m/0j25h				English Channel
Anderson's island	/m/0hzxvyd				Skeleton Lake
Grand Île	/m/0hzcc7b				Pacific Ocean
Āhole Rock	/m/0hyn74p			Hawaiian Islands	
Pohaku Manamana	/m/0hyn7_5			Hawaiian Islands	
Ascension Island	/m/0zb8				Atlantic Ocean
Snake Island	/m/0hzz8jn				Otter Lake
Fenimore Rock	/m/0hz06fz			Andreanof Islands,Aleutian Islands	
Deergarth How Island	/m/0hzz8pj				Thirlmere
Île de l'Est	/m/0hzhqt5			Crozet Islands	Indian Ocean
Bandeli	/m/0hzhphp			Comoros	Indian Ocean
Frigate Islet	/m/0hzgk4f			Cargados Carajos	Indian Ocean
Boyd Island	/m/0hzzbv5				Cameron Lake
Zelyonyi	/m/0hyp8d4			Kuril Islands	Sea of Okhotsk
Sutton Island	/m/09dcjq				
Jemo Island	/m/0914m8			Ratak Chain,Jemo Island	
Hatfield Island	/m/09l0_5				
Långholmen	/m/0blqzb				
Zamami Island	/m/0b6lmwl			Ryukyu Islands	Pacific Ocean
Marion Island	/m/0hzhr65			Prince Edward Islands	Indian Ocean
Skidaway Island	/m/0rtwf				
Derwent Island	/m/0hzy14z				Derwent Water
Pew Island	/m/0hzxcgx				Indian Lake
Merrill Island	/m/0hzx4nt				Squam Lake
Badger Island	/m/0hzx346				Great Salt Lake
Stonedam Island	/m/0hzx1pt				Lake Winnipesaukee
North Island	/m/0hzg53j				Pacific Ocean
Kadomo	/m/0hzcv6n				Pacific Ocean
Rennie Island	/m/0hz50lp				Grays Harbor
Nanuya	/m/0hyqzm5			Yasawa Islands	
Selu	/m/0hyqpc6			Maluku Islands,Tanimbar Islands	
Lone Tree Island	/m/0hyq126			San Juan Islands	
Signalny	/m/0hyp8fy			Kuril Islands	Sea of Okhotsk
Kalanipuao Rock	/m/0hyn75y			Hawaiian Islands	
Kawelohea	/m/0hyn354			Hawaiian Islands	Pacific Ocean
Vulcano	/m/0kzb0			Aeolian Islands	Tyrrhenian Sea
Siu A Chau	/m/070mns				
Hathifushi	/m/076yhz				
Gaspar Grande	/m/06n0pl				
Saint Giles Island	/m/07vcxw				
Das Island	/m/078qvw				Persian Gulf
Moofushi	/m/07pws_				
Alger Island	/m/07cmnn				
Dhaandhoo	/m/076lls				
Vaygach Island	/m/070795				
Ljusterö	/m/06xm8z				
Spectacle Island, Hawkesbury River	/m/07w_7x				
Aldabra Group	/m/06mqjk			Seychelles Archipelago	
Kolamaafushi	/m/076lt1				
Assumption Island	/m/06nksd			Seychelles Archipelago	
Achill Island	/m/0lr1			British Isles	
Victoria Island	/m/0hzz82r				Round Lake
Elf Island	/m/0hz06fw			Andreanof Islands,Aleutian Islands	
Chocorua Island	/m/0hzx4mh				Squam Lake
Jazīrat Jinān	/m/0hzgh_f				Persian Gulf
Emerald Island	/m/0hzzfx9				Lake Joseph
Ringsee-Insel	/m/0hzynpq				Tegernsee
Baradol Island	/m/0hyxn8t			Antilles,Lesser Antilles,Tobago Cays	
Polonskogo	/m/0hyp8d1			Kuril Islands	Sea of Okhotsk
Isla Observatorio	/m/0hyqm0k			Tierra del Fuego	
Minami Kojima	/m/0hypy5f			Ryukyu Islands	
Cayo Hicacal	/m/0hz0q66			Sabana-Camaguey Archipelago,Antilles,Greater Antilles	
Rat Island	/m/0hzggk6			Houtman Abrolhos	Indian Ocean
Inishlught	/m/0hzxlcj				Lough Erne
Dakin Island	/m/0hzggfv			Houtman Abrolhos	Indian Ocean
Broughton Island	/m/0hzcv5b				Pacific Ocean
Pōhaku Kulaʻilaʻi	/m/0hyn7_2			Hawaiian Islands	
Forurgan Island	/m/0hy_t2v				Persian Gulf
Isola Comacina	/m/02qx790				Lago di Como
Store Koldewey	/m/02vp5rw				
Arkticheskiy Institut Islands	/m/02z42_2				
Gunnison Island	/m/02q7zj4				Great Salt Lake
Svartsö	/m/02q21bb				
Liberty Island	/m/026kp2				
Piirissaar	/m/026xzhy				
Ramsey Island	/m/02wpnh				
Nendö	/m/02pwsvb				Coral Sea
Laughery Island	/m/026154q				
Ramsan	/m/02883yb				
East Burra	/m/02p23_3			Shetland Islands,British Isles	
Sommers	/m/02vxmtr				Baltic Sea
Mount Nila	/m/027cwbx				
Príncipe	/m/02dcln				
Pourquoi Pas Island	/m/02p_0s8				
San Miguel Island, Albay	/m/02qnw4d				
Rock Islands	/m/02mnvt				
Turtle Island	/m/026q4z_				
Harstine Island	/m/026vhtb				
Payer Island	/m/02vs1c1				
Grass Island, South Georgia	/m/02qwpl5				
Roca Catedral	/m/0hzc6n5				Pacific Ocean
Utopia Island	/m/0hzx4pk				Squam Lake
Oxley Island	/m/0hy_c03			New South Wales	
Trialabreac	/m/0hyq6pr			Outer Hebrides,British Isles	
Little Round Island	/m/0hzzg39				Lake Joseph
Chissioua Bouelachamba	/m/0hzhpj4			Comoros	Indian Ocean
Big Island	/m/0hzyn0d				Lake Chemong
Heron Island	/m/0hzycwb				Lake Couchiching
Unnamed island, Peros Banhos	/m/0hzhm79			Chagos Archipelago	Indian Ocean
Stave Island	/m/0hzy9dc				Lake Champlain
Puerto Rico Island	/m/0hmt_vd			Greater Antilles,Antilles	
South Button Island	/m/0hyplhc			Andaman Islands,Ritchie's Archipelago	
Copeland Island	/m/0hzxsk4				Lake of the Woods
Craggy Island, Livingston Island	/m/0cp09b7			South Shetland Islands	
Mota Lava	/m/0ctkh1			Banks Islands,Vanuatu	
Saibai Island, Torres Strait	/m/0c_147			Torres Strait Islands	Pacific Ocean,Torres Strait
Benton Island	/m/0dlmpbs				
Beuchel	/m/0dl76f				
Maniitsoq Island	/m/0dlmwtn				
Big Razorback Island	/m/0dllh3g				
Tukupai Island, Torres Strait	/m/0dfh5q			Torres Strait Islands	Pacific Ocean,Torres Strait
Mimi Islet, Torres Strait	/m/0dfktd			Torres Strait Islands	Pacific Ocean,Torres Strait
Hendrick Island	/m/0cwpxj				
Nells Island	/m/0by1q7w				
Mamula	/m/0d1dyf				Adriatic Sea,Gulf of Kotor
As Smmaliyyah Island	/m/0cg127_			Abu Dhabi Islands	Persian Gulf
Inchmarnock	/m/06jgwc			British Isles,Islands of the Clyde	
Maavaidhoo	/m/076wvw				
Kharg Island	/m/06w48t				Persian Gulf
Surtsey	/m/074t4				
DeLaca Island	/m/07_kb0				
Little Colonsay	/m/0734z8			Inner Hebrides,British Isles	
Žitný ostrov	/m/06py73				
Solkope	/m/079ngz				Pacific Ocean
Cemara Besar	/m/0hypt89			Karimun jawa	
Plati Pserimou	/m/0hypkm8			Dodecanese	Aegean Sea
Île Boddam	/m/0hzhm98			Chagos Archipelago	Indian Ocean
Goat Island	/m/0hzgb6k			Cocos Islands	Indian Ocean
Ohler's Island	/m/0hzx47s				Lake Washington
Ko Phi Phi island	/m/0hzct4s				Andaman Sea,Indian Ocean
Great Coco Island	/m/0hzct37				Andaman Sea
Cayo Granada	/m/0hz0psd			Greater Antilles,Jardines de la Reina,Antilles	
Ogami	/m/0hypy4l			Ryukyu Islands	Pacific Ocean
Packe Island	/m/0hyq_w3			Torres Strait Islands	Pacific Ocean,Torres Strait
St Herbert's Island	/m/0hzy15r				Derwent Water
Tent Island	/m/0hzcv4h				Pacific Ocean
Artist Island	/m/0hzxcbt				Indian Lake
Laulaunui Island	/m/0hyn37h			Hawaiian Islands	
Orangeville Island	/m/0hzzhrt				Gun Lake
Anguilla Main Island	/m/0hz0npq			Lesser Antilles,Leeward Islands,Islands of Anguilla	
Chissioua Dzaha	/m/0hzhpjq			Comoros	Indian Ocean
Inishmacsaint	/m/0hzxl81				Lough Erne
Laughlin Ridge	/m/0hzxbmc				Lake Don Pedro
Île de la Possession	/m/0hzhqtt			Crozet Islands	Indian Ocean
Namoku	/m/0hyn7zb			Hawaiian Islands	
Minamo Island	/m/0dsf8rs				
Saadiyat Island	/m/0dttwy			Abu Dhabi Islands	Persian Gulf
Webb Island	/m/0ds1ccb				
Werlein Island	/m/0ds9hb9				
Locator Island	/m/0dryljy				
Kopaitic Island	/m/0drw_3d				
Teksla Island	/m/0fp_5cw				
Nella Island	/m/0dscjp_				
McCarthy Island	/m/0fpjv3f				
Goetschy Island	/m/0dryyj_				
Beaver Island	/m/062n0r				
Nii Oshima	/m/058bj3				
Walter Island	/m/05zp1f3			Canadian Arctic Archipelago	
Ferdinandea	/m/057qg2				
Simbo	/m/05zrs6k				
Chetlat Island	/m/05zykr7			Aminidivi,Lakshadweep	
Calmeyer	/m/05b13bx				
Reposaari	/m/063zbmt				
Key West	/m/04y5k6c			Florida Keys	
Nendo	/m/05f79j				
Pitti	/m/0hhvrln			Lakshadweep,Laccadive Islands	
Pulau Batu Pipit 	/m/0h_k3d6				Kenyir Lake
Ludlam Island	/m/0fzwh2				
Crawl Key	/m/0gtxn7			Florida Keys	
South Island	/m/0gslw				Pacific Ocean
Azar Island	/m/0h_6nr3				Lake Urmia
Eyinatik Island	/m/0h_1blm				Turtle Lake, Saskatchewan
Pserimos	/m/0g7vk1			Dodecanese	Aegean Sea
Akseløya	/m/0412485				
Kheysa	/m/051k9f				
Christopher Hall Island	/m/04m_y2m			Canadian Arctic Archipelago	
Isla Grande de Tierra del Fuego	/m/03khj7			Tierra del Fuego	
Ko Lan	/m/04y85x_				
Arendtsøya	/m/047m3nn				
Isla de Santa Catalina	/m/04yd84c				
Helen Island	/m/04zx1nm			Canadian Arctic Archipelago	
Kosa Dvukh Pilotov	/m/0466gwg				
Markgama	/m/043jm54				
Truro Island	/m/043rw98			Canadian Arctic Archipelago	
Leykina Island	/m/04ghjqt				
Bahrain Island	/m/047bxxq				Persian Gulf
Havella	/m/04cytw7				
Bildøy	/m/04jhjcv				
Little Green Island	/m/03w976r				
Barth Island	/m/04cx_jk			Canadian Arctic Archipelago	
Bear Island	/m/02x5h6m				
Chopawamsic	/m/02q538v				
Colonsay	/m/02dn1v			British Isles,Inner Hebrides	
Muckle Roe	/m/02j1rd			British Isles,Shetland Islands	
Hall Island	/m/02qjx30				
Grytøya	/m/03c0m1h				
Kanowna Island	/m/026qpw6				
Gola Island	/m/02pxk_k				
Djarrit	/m/02x6dmy				
Kolari (island), Russia	/m/0267fdz				Baltic Sea
Turn Island	/m/02rg8yc			San Juan Islands	
Tung Lung Chau	/m/029xx4				
Enderby Island, New Zealand	/m/02p6ztt				Pacific Ocean
Windmill Island	/m/0260n0l				
Burlington Island	/m/03bztww				
Letsok-aw Island	/m/02rttv9				Andaman Sea,Indian Ocean
Takarajima	/m/0275c41			Tokara Islands	Pacific Ocean
Oronsay, Loch Bracadale	/m/02vz_xh				
Toke Atoll	/m/02vmqf_			Ratak Chain	
Bandos	/m/02rlcvh				
Stora Essingen	/m/02ww94h				
Linga, Vaila	/m/03c1t3j				
Dashandao	/m/0272grv				
Berezan Island	/m/093knl				Black Sea
Peter Island	/m/08xv73			Virgin Islands	
Eyebroughy	/m/0b1st0				Firth of Forth
Topsail Island	/m/09_z1f				
Paden Island	/m/09v4jz				
Cormorant Island	/m/09v52yk				
Nord Island	/m/0ds3c07				
Skilling Island	/m/0fpjcq2				
Pleneau Island	/m/0ds7wsb				
Curie Island	/m/0ds3l4m				
White and Seavey Islands	/m/0f3vzn			Isles of Shoals	Gulf of Maine
Rosamel Island	/m/0fq0fyp				
Pulau Kendi	/m/0ftwcm				
Isla Gonzalo	/m/0h1f362				Pacific Ocean
Knight's Key	/m/0gtq0t			Florida Keys	
Agreloussa	/m/0hypjx4			Dodecanese	
Nicholson Island	/m/0hyplgq			Andaman Islands,Ritchie's Archipelago	
Trianisia	/m/0hzd91f				Aegean Sea
Nimos	/m/0hypkfh			Dodecanese	Aegean Sea
Kaopapa	/m/0hyn34w			Hawaiian Islands	Pacific Ocean
Cedar Island Ledge	/m/0hn3f_0			Isles of Shoals	Gulf of Maine
Dolphin Island	/m/0hzx33y				Great Salt Lake
Bell Island	/m/0hzzfvk				Lake Joseph
Mokuhoʻoniki	/m/0hyn7y3			Hawaiian Islands	
Dickinson Island	/m/0hzc5x2				Great Lakes
Mota Levu	/m/0hzcv7s				Pacific Ocean
Bardin Island	/m/0h_6nrl				Lake Urmia
Oogishima	/m/0hzcv95				Pacific Ocean
The Shallow Flat	/m/0hzy4kx				Lough Neagh
Moku o Kau	/m/0hyn77_			Hawaiian Islands	
Stokes Island	/m/0hzgglf			Houtman Abrolhos	Indian Ocean
Little Island	/m/0hyq11y			San Juan Islands	
Fox Island	/m/0hzxj1l				Greenwood Lake
Upper Matecumbe Key	/m/0gstl0			Florida Keys	
Grass Island	/m/0hypj0d			Hawaiian Islands	
Puits A Eau	/m/0hzgk58			Cargados Carajos	Indian Ocean
Maru	/m/0hyqpby			Maluku Islands,Tanimbar Islands	
Kodakarajima	/m/0hzg523				Pacific Ocean
Chissioua Magnougni	/m/0hzhpj_			Comoros	Indian Ocean
La Coche	/m/0hr85wt			Îles des Saintes,Lesser Antilles,Leeward Islands,Antilles	
Wilson Island	/m/0hyplfq			Ritchie's Archipelago,Andaman Islands	
Quirimba	/m/0hzhq9k			Quirimbas Islands	Indian Ocean
Indian Island	/m/0hzc5xn				Great Lakes
Masked Island	/m/0hzcc5r				Pacific Ocean
Koh Yung	/m/0hzgczr			Phi Phi Islands	Indian Ocean
Île de la Possession (Possession Island)	/m/0hzcc8p				Pacific Ocean
Woeplace Islets	/m/0hzgb5x			Cocos Islands	Indian Ocean
Posey Island	/m/0hyq1bv			San Juan Islands	
Wolf Island	/m/0hzy2hf				Newfound Lake
Four Brothers	/m/0hzy9d3				Lake Champlain
Big Chief Island	/m/0hzycw2				Lake Couchiching
Browning Island	/m/0hzyd6g				Lake Muskoka
Kelly Island	/m/0hzyn04				Lake Chemong
Long Island	/m/0hzcv57			Houtman Abrolhos	Pacific Ocean
l'Enclume	/m/0hzcc74				Pacific Ocean
Nash Island	/m/0hz28by				Pleasant Bay
Enmat	/m/0hyqk5f			Kwajalein	
Île Manon	/m/0hzhm7d			Chagos Archipelago	Indian Ocean
Pingvin Island	/m/0fp_mx2				
Levy Island	/m/0fq2f9j				
Ridge Island	/m/0fq27cm				
Mackerel Island	/m/0fpjv43				
Verner Island	/m/0fq0gqt				
Abaiang	/m/02gz33			Gilbert Islands	Pacific Ocean
Whale Rock	/m/03gxy86				
Sanday, Orkney	/m/02f01c			British Isles,Orkney Islands	
Teafuanonu	/m/02r_hdf				
Jason Islands	/m/036wf6			Falkland Islands	
Mannar Island	/m/02vkg1q				Indian Ocean
Limu	/m/027qwsq				
Skomer	/m/02wpbk				
Orangozinho	/m/02ry8l5				
Cardigan Island	/m/02x_g9				
Holsnøy	/m/03c4691				
Petrel Island	/m/02r440_				
Vohilaid	/m/03g_dts				
Coaster's Harbor Island	/m/03gxyj3				Narragansett Bay
Mulkkusaaret	/m/027fjnz				
Firnley Islands	/m/03cc9j7				
Abatos	/m/02z8l7f				
Holm of Scockness	/m/03bz3w0				
Malay Archipelago	/m/02j4n4				
Hengam Island	/m/027z__h				Persian Gulf
Flodaigh	/m/02vs9zj			Outer Hebrides	
Goat Island	/m/0drnm2				
Sha Chau	/m/0d56tz				
Eagle Island, Queensland	/m/0d8xs4				
Kwajalein Island	/m/0dj4128			Kwajalein	Pacific Ocean
Rodney Island, Queensland	/m/0dcgjd				
Mattaangassut Island	/m/0czbrnv				
Esperanto Island	/m/0bwfqd4			South Shetland Islands	
Daydream Island, Queensland	/m/0d0p8h				
Russell Island	/m/0ddlk5				
Turtle Group, Queensland	/m/0d9ds5				
Skraeling Island	/m/0d6yq8			Canadian Arctic Archipelago	
Mathraki	/m/0ctgkj			Ionian Islands	
Yam Island	/m/0dg2bn			Bourke Isles,Torres Strait Islands	Pacific Ocean,Torres Strait
Cockspur Island	/m/0d339_				
Deliverance Island, Torres Strait	/m/0dg398			Torres Strait Islands	Torres Strait,Pacific Ocean
Pohnpei	/m/0cvd0				Pacific Ocean
Window Island	/m/0cnzx_q			South Shetland Islands	
Yeongheung Island	/m/0dgn6lw				
Selja, Selje	/m/0cg605				
Drakonera	/m/0d4bqr			Ionian Islands	
San Servolo	/m/0dbzlx				
Double Island, Queensland	/m/0d6g2j				
Ouvéa Island	/m/0c72xp			Loyalty Islands	Pacific Ocean
Lemnos	/m/0l8k9			North Aegean islands	Aegean Sea
Ashmore and Cartier Islands	/m/0n3z				
Tavaeruaiti	/m/02r84pr				
Shannon Island	/m/02vp5nf				
Ilhéu dos Passaros	/m/026phf1				
Ponza	/m/02hgtm				
Rams Island, Northern Ireland	/m/02wckd1				Lough Neagh
Patos Island	/m/02rg94y			San Juan Islands	
Kwanda Island	/m/02vnzj3				
North Island	/m/03czdvy			Houtman Abrolhos	Indian Ocean
Buck Island Reef National Monument	/m/039v5p				
Marquette Island	/m/03d6133				
Diego de Almagro Island	/m/02vxzlh				
Amanu	/m/0280g51			Tuamotus	
Guana Island	/m/02z5gjk			Virgin Islands	
Kagamil Island	/m/02vv_y6			Aleutian Islands,Islands of Four Mountains	
Ilhéu de Cima	/m/026ph2r				
Cobia Island	/m/0263gtf				Pacific Ocean
Île du Milieu (Middle Island)	/m/0hzhm9r			Chagos Archipelago	Indian Ocean
Mahinanui	/m/0hyn771			Hawaiian Islands	
Trannish	/m/0hzxlc0				Lough Erne
Cayo Megano	/m/0hz0q5v			Sabana-Camaguey Archipelago,Greater Antilles,Antilles	
Johns Island	/m/0gt0nb			San Juan Islands	
Aluk Island	/m/0gpbq0				
Little Loon Island	/m/0hzx4nj				Squam Lake
Little Bustard	/m/0hyqk68			Kwajalein	
Simushir	/m/0g6lq6			Kuril Islands	Sea of Okhotsk
Ramrod Key	/m/0gt1k1			Florida Keys	
Île d'Orléans	/m/0j8w9				
São Vicente	/m/0k02q	24.0	16.0	Cape Verde,Barlavento	Atlantic Ocean
Outer Brewster Island	/m/0g8q3j			Boston Harbor Islands	Boston Harbor
Figure of Eight I	/m/0hzcc5c				Pacific Ocean
Raikoke	/m/0g6lw2			Kuril Islands	Sea of Okhotsk
Museum Island	/m/0glqdbk				
Pelican Island	/m/0hzggjv			Houtman Abrolhos	Indian Ocean
North Hero Island	/m/0hzy9bb				Lake Champlain
Bering Island	/m/0kbdl				Bering Sea
Cliff Island	/m/0hzzg2t				Lake Joseph
Perumbalam	/m/0hzy8h6				Vembanad Lake
Safonidi	/m/0hypkmr			Dodecanese	
Sea Lion Rock	/m/0g6b0z				
Liddon Island	/m/04z_jkv			Canadian Arctic Archipelago	
Ilha	/m/05h9zg				
Anuta Paina	/m/05zzxs5				
Zvërnec Island	/m/04ybdkf				Adriatic Sea
Lützelau	/m/05p147p				Lake Zurich
Amherst Island	/m/04zxh_j			Canadian Arctic Archipelago	
Gaillard Island	/m/049c5p				Mobile Bay
St Helens Island	/m/04jkt4r				
Bear Island	/m/04n5mwm			Canadian Arctic Archipelago	
Little Saint James, U.S. Virgin Islands	/m/03h2bhh				
Anegada	/m/03jw78			British Virgin Islands,Lesser Antilles,Antilles,Virgin Islands,Leeward Islands	Caribbean Sea
